2176	2482	1
1843	2482	1
2082	2436	1
1195	2403	1
1602	2559	1
1257	2460	1
1990	2482	1
1585	2633	1
719	2403	1
2121	2464	1
1731	2464	1
2064	2495	1
2303	2550	1
1220	2474	1
813	2633	1
2232	2464	1
2160	2561	1
2177	2633	1
2146	2633	1
1987	2482	1
693	2508	1
760	2464	1
1952	2550	1
2228	2482	1
1511	2561	1
2322	2499	1
1230	2445	1
2388	2604	1
2174	2464	1
1351	2604	1
1109	2618	1
1848	2482	1
1222	2442	1
2264	2550	1
1160	2403	1
1890	2466	1
1076	2497	1
1476	2475	1
1137	2425	1
2317	2406	1
2112	2561	1
1421	2633	1
1126	2604	1
1161	2403	1
2319	2550	1
821	2464	1
1727	2499	1
1671	2518	1
2039	2633	1
1303	2482	1
2064	2628	1
2114	2464	1
2103	2633	1
720	2501	1
720	2495	1
1594	2507	1
919	2532	1
2056	2550	1
1597	2468	1
1806	2412	1
2259	2438	1
907	2482	1
1235	2628	1
1414	2610	1
1261	2533	1
1774	2415	1
723	2403	1
2182	2633	1
915	2464	1
1123	2464	1
1215	2464	1
2198	2459	1
2005	2472	1
1849	2633	1
1022	2474	1
1807	2550	1
1620	2423	1
778	2464	1
1342	2631	1
1865	2563	1
985	2422	1
1474	2550	1
720	2620	1
1339	2464	1
2090	2627	1
1272	2594	1
906	2468	1
1729	2578	1
1795	2403	1
1264	2564	1
1266	2633	1
1758	2630	1
1325	2464	1
804	2633	1
1725	2464	1
1395	2464	1
1518	2610	1
2332	2630	1
820	2561	1
1760	2532	1
1903	2459	1
1021	2464	1
1572	2550	1
2382	2497	1
720	2486	1
1838	2424	1
1169	2633	1
2335	2610	1
2065	2508	1
1923	2561	1
766	2561	1
1507	2622	1
2353	2550	1
2384	2550	1
934	2423	1
920	2633	1
2216	2464	1
2310	2610	1
961	2561	1
720	2452	1
1840	2633	1
1090	2544	1
809	2633	1
872	2550	1
1876	2550	1
1449	2550	1
1357	2610	1
1457	2499	1
1442	2550	1
1146	2610	1
1205	2614	1
2074	2464	1
846	2423	1
2350	2561	1
1250	2499	1
1628	2464	1
1113	2482	1
720	2548	1
1762	2464	1
978	2497	1
1648	2550	1
1071	2550	1
870	2561	1
2125	2499	1
2234	2604	1
1916	2561	1
2107	2497	1
1020	2403	1
2030	2423	1
1016	2614	1
1629	2423	1
1173	2482	1
742	2550	1
1655	2564	1
1859	2508	1
1041	2411	1
2013	2415	1
849	2479	1
959	2431	1
2118	2606	1
1338	2431	1
1889	2532	1
1234	2459	1
1614	2580	1
1610	2550	1
1927	2403	1
2288	2497	1
2163	2633	1
1115	2482	1
1547	2464	1
819	2482	1
2366	2474	1
982	2604	1
1977	2621	1
2180	2482	1
1218	2627	1
2131	2633	1
1880	2561	1
1258	2468	1
1329	2550	1
1402	2495	1
1514	2559	1
718	2633	1
1925	2423	1
877	2550	1
1009	2633	1
1896	2604	1
2225	2482	1
1822	2532	1
737	2604	1
1142	2464	1
987	2482	1
1623	2499	1
1675	2550	1
845	2449	1
774	2464	1
1887	2508	1
1010	2550	1
1070	2604	1
1805	2449	1
747	2633	1
1799	2627	1
2088	2614	1
2224	2482	1
1334	2561	1
918	2633	1
2336	2459	1
945	2431	1
750	2561	1
1721	2497	1
1208	2442	1
2081	2459	1
1384	2550	1
1108	2551	1
1324	2510	1
1037	2549	1
2375	2537	1
1934	2561	1
1761	2482	1
1419	2464	1
1179	2412	1
2097	2559	1
1085	2527	1
1543	2532	1
2339	2464	1
1534	2508	1
720	2572	1
1898	2464	1
1378	2520	1
1117	2499	1
841	2610	1
